1575108339.240125,0
1575108339.346763,25
1575108339.455086,64
1575108339.564149,100
1575108339.672689,100
1575108339.781329,100
1575108339.890163,100
1575108340.582891,100
1575108340.691869,100
1575108340.800935,100
1575108340.910094,71
1575108341.019841,19
1575108341.128176,51
1575108341.237137,56
1575108341.346084,42
1575108341.454894,44
1575108341.563285,44
1575108341.671195,49
1575108341.780124,51
1575108341.888841,54
1575108341.997860,56
1575108342.106616,55
1575108342.219931,55
1575108342.328386,57
1575108342.437302,57
1575108342.546082,70
1575108342.654847,70
1575108342.763513,71
1575108342.872635,78
1575108342.979666,77
1575108343.088333,78
1575108343.194725,86
1575108343.303382,88
1575108343.412429,94
1575108343.521488,95
1575108343.630474,73
1575108343.739266,75
1575108343.845707,70
1575108343.954095,70
1575108344.063212,70
1575108344.172350,70
1575108344.281753,72
1575108344.390552,72
1575108344.496411,73
1575108344.605249,71
1575108344.714150,81
1575108344.823004,80
1575108344.931991,81
1575108345.040596,92
1575108345.149298,92
1575108345.258501,95
1575108345.367733,94
1575108345.476731,83
1575108345.585795,82
1575108345.694848,73
1575108345.801675,73
1575108345.910642,73
1575108346.019151,73
1575108346.127723,74
1575108346.236953,73
1575108346.345805,73
1575108346.454825,73
1575108346.561650,74
1575108346.670172,74
1575108346.779019,74
1575108346.887708,74
1575108346.996703,74
1575108347.105655,75
1575108347.214525,75
1575108347.323560,75
1575108347.432613,75
1575108347.541786,74
1575108347.650796,74
1575108347.759740,74
1575108347.868683,76
1575108347.977708,76
1575108348.086455,76
1575108348.195777,76
1575108348.304517,76
1575108348.413092,76
1575108348.521618,76
1575108348.630530,77
1575108348.739258,77
1575108348.848030,77
1575108348.957280,76
1575108349.066001,76
1575108349.175141,76
1575108349.284175,78
1575108349.392967,78
1575108349.501599,78
1575108349.605378,78
1575108349.714013,78
1575108349.822815,78
1575108349.932425,78
1575108350.082401,78
1575108350.191267,79
1575108350.300345,79
1575108350.406863,79
1575108350.515798,79
1575108350.624635,79
1575108350.733241,79
1575108350.842075,80
1575108350.950584,80
