1575100222.400161,0
1575100222.508313,20
1575100222.616519,20
1575100222.722799,20
1575100222.831384,20
1575100222.939998,20
1575100223.048576,20
1575100223.156661,20
1575100223.266238,20
1575100223.373977,16
1575100223.482167,20
1575100223.591171,11
1575100223.699236,4
1575100223.807663,4
1575100223.914888,14
1575100224.023942,19
1575100224.132907,20
1575100224.241933,5
1575100224.350149,5
1575100224.458594,7
1575100224.566246,18
1575100224.674704,20
1575100224.783567,15
1575100224.892148,4
1575100224.998136,6
1575100225.106396,8
1575100225.214690,9
1575100225.323382,11
1575100225.432022,12
1575100225.538867,13
1575100225.647075,14
1575100225.756120,14
1575100225.862727,14
1575100225.969871,15
1575100226.078207,16
1575100226.186439,16
1575100226.294927,17
1575100226.403311,18
1575100226.511798,18
1575100226.620227,19
1575100226.727608,20
1575100226.836062,20
1575100226.942834,12
1575100227.057344,13
1575100227.168108,13
1575100227.276582,14
1575100227.384942,14
1575100227.493238,15
1575100227.601997,16
1575100227.709268,16
1575100227.817661,17
1575100227.925868,18
1575100228.029495,17
1575100228.137906,19
1575100228.246489,20
1575100228.353144,19
1575100228.462619,12
1575100228.571283,12
1575100228.679749,13
1575100228.788031,14
1575100228.896425,14
1575100229.005093,15
1575100229.113373,16
1575100229.221763,17
1575100229.331005,17
1575100229.436903,18
1575100229.545280,19
1575100229.653883,20
1575100229.761880,20
1575100229.870732,14
1575100229.978217,11
1575100230.095065,11
1575100230.201751,19
1575100230.310525,11
1575100230.418561,11
1575100230.525846,13
1575100230.634142,15
1575100230.743392,19
1575100230.849871,9
1575100230.957233,10
1575100231.066176,20
1575100231.174718,19
1575100231.283681,5
1575100231.393002,7
1575100231.501218,10
1575100231.609987,9
1575100231.720568,10
1575100231.829452,11
1575100231.937849,12
1575100232.046323,13
1575100232.155389,14
1575100232.263785,14
1575100232.372248,15
1575100232.504791,17
1575100232.613125,18
1575100232.721514,18
1575100232.824174,18
1575100232.926274,19
1575100233.028586,19
1575100233.134875,20
1575100233.237644,19
1575100233.346024,20
1575100233.455126,17
1575100233.563426,7
1575100233.671424,8
1575100233.780168,9
1575100233.888661,10
1575100233.996221,11
1575100234.102900,12
1575100234.211181,13
1575100234.317883,15
1575100234.426229,16
1575100234.534839,16
1575100234.643640,17
1575100234.752310,18
1575100234.860566,18
1575100234.969095,18
1575100235.074193,16
1575100235.182446,19
1575100235.290988,20
1575100235.399263,19
1575100235.508643,11
1575100235.611827,11
1575100235.720083,13
1575100235.826880,13
1575100235.934372,15
1575100236.041476,16
1575100236.147816,17
1575100236.256157,17
1575100236.364781,18
1575100236.473099,19
1575100236.583013,19
1575100236.691363,14
1575100236.799953,13
1575100236.908386,14
1575100237.016372,16
1575100237.124818,17
1575100237.231009,18
1575100237.340271,20
1575100237.449113,14
1575100237.558097,14
1575100237.667123,16
1575100237.769920,12
1575100237.878055,20
1575100237.985537,17
1575100238.094603,19
1575100238.202932,18
1575100238.311762,13
1575100238.419970,14
1575100238.528254,16
1575100238.636857,15
1575100238.743435,16
1575100238.851815,17
1575100238.958036,18
1575100239.066885,19
1575100239.175350,19
1575100239.283777,20
1575100239.392000,20
1575100239.500894,10
1575100239.609303,11
1575100239.717564,12
1575100239.826136,13
1575100239.934491,14
1575100240.040960,15
1575100240.147081,15
1575100240.255391,16
1575100240.364206,17
1575100240.472563,18
1575100240.581071,19
1575100240.687996,20
1575100240.796257,20
1575100240.904652,20
1575100241.010957,10
1575100241.119181,11
1575100241.227792,12
1575100241.336926,13
1575100241.445181,14
1575100241.548305,14
1575100241.656729,15
1575100241.765212,16
1575100241.873745,18
1575100241.981396,18
1575100242.090145,19
1575100242.198666,20
1575100242.307008,20
1575100242.419152,20
1575100242.527864,11
1575100242.636435,11
1575100242.743391,12
1575100242.851916,13
1575100242.960245,14
1575100243.068719,15
1575100243.177187,15
1575100243.285496,17
1575100243.393846,18
1575100243.501997,18
1575100243.610251,20
1575100243.719836,15
1575100243.828628,13
1575100243.936903,14
1575100244.044247,16
1575100244.150771,16
1575100244.256933,18
1575100244.365368,14
1575100244.473532,14
1575100244.580057,15
1575100244.690170,19
1575100244.798222,18
1575100244.906848,20
1575100245.015179,10
1575100245.124170,11
1575100245.232746,13
1575100245.341240,19
1575100245.447883,20
1575100245.556227,14
1575100245.664571,5
1575100245.773043,6
1575100245.881391,8
1575100245.989573,9
1575100246.096089,10
1575100246.204450,11
1575100246.312801,12
1575100246.421095,13
1575100246.529774,15
1575100246.638457,15
1575100246.746924,16
1575100246.855330,17
1575100246.964020,17
1575100247.076869,17
1575100247.185309,18
1575100247.293738,18
1575100247.400028,19
1575100247.508864,19
1575100247.617439,19
1575100247.726136,11
1575100247.834582,13
1575100247.943167,14
1575100248.052206,15
1575100248.158911,15
1575100248.267500,16
1575100248.375948,17
1575100248.484348,16
1575100248.592976,17
1575100248.701465,18
1575100248.808896,18
1575100248.917399,19
1575100249.025825,19
1575100249.134110,20
1575100249.242693,20
1575100249.352090,16
1575100249.460615,7
1575100249.569177,9
1575100249.677516,10
1575100249.783901,11
1575100249.892467,12
1575100250.001244,13
1575100250.109953,13
1575100250.218242,14
1575100250.326266,15
1575100250.436110,15
1575100250.542017,16
1575100250.650415,17
1575100250.758655,17
1575100250.866117,19
1575100250.974521,18
1575100251.083170,16
1575100251.186289,15
1575100251.294944,16
1575100251.403751,17
1575100251.512268,19
1575100251.623697,13
1575100251.732299,18
1575100251.841184,13
1575100251.949855,14
1575100252.056075,16
1575100252.164810,19
1575100252.273103,20
1575100252.382103,9
1575100252.492285,6
1575100252.598852,8
1575100252.707349,9
1575100252.815210,9
1575100252.923880,10
1575100253.031223,11
1575100253.139637,12
1575100253.248368,13
1575100253.357374,14
1575100253.465973,15
1575100253.574364,15
1575100253.680922,16
1575100253.789313,17
1575100253.897676,17
1575100254.005395,19
1575100254.114169,20
1575100254.217995,20
1575100254.328043,20
1575100254.438286,10
1575100254.546637,11
1575100254.655290,12
1575100254.763846,13
1575100254.872388,14
1575100254.981218,15
1575100255.090741,15
1575100255.199401,16
1575100255.307844,17
1575100255.413947,18
1575100255.522303,19
1575100255.631089,20
1575100255.739397,20
1575100255.847682,20
1575100255.956314,11
1575100256.064827,11
1575100256.173246,12
1575100256.281734,13
1575100256.388018,14
1575100256.496481,15
1575100256.605501,15
1575100256.713816,16
1575100256.822121,18
1575100256.930647,18
1575100257.036859,19
1575100257.145085,20
1575100257.248922,18
1575100257.358025,20
1575100257.466690,11
1575100257.575379,11
1575100257.683924,13
1575100257.794826,20
1575100257.903722,20
1575100258.011636,17
1575100258.120401,12
1575100258.234649,8
1575100258.345033,15
1575100258.453766,12
1575100258.562363,15
1575100258.668762,19
1575100258.778298,20
1575100258.887350,17
1575100258.993732,10
1575100259.100035,11
1575100259.208753,13
1575100259.317425,13
1575100259.426037,14
1575100259.534382,14
1575100259.642711,15
1575100259.751403,16
1575100259.859928,16
1575100259.968405,18
1575100260.077021,19
1575100260.187440,19
1575100260.295906,20
1575100260.405902,20
1575100260.515328,19
1575100260.621033,11
1575100260.729937,12
1575100260.839118,12
1575100260.949892,13
1575100261.058722,14
1575100261.167365,15
1575100261.276040,17
1575100261.378252,16
1575100261.481133,17
1575100261.584385,18
1575100261.687405,19
1575100261.797818,20
1575100261.900694,19
1575100262.009528,20
1575100262.116554,10
1575100262.225328,11
1575100262.333868,12
1575100262.442275,13
1575100262.548053,14
1575100262.656449,15
1575100262.763124,15
1575100262.873317,15
1575100262.983670,18
1575100263.092543,18
1575100263.202331,19
1575100263.307145,20
1575100263.411239,20
1575100263.520369,20
1575100263.627975,10
1575100263.733722,11
