1575100263.839438,12
1575100263.944860,13
1575100264.054564,14
1575100264.158910,14
1575100264.262690,15
1575100264.366973,18
1575100264.472367,13
1575100264.581308,13
1575100264.689938,16
1575100264.793430,17
1575100264.899961,14
1575100265.003509,20
1575100265.113229,14
1575100265.222220,11
1575100265.333439,13
1575100265.436927,13
1575100265.547141,18
1575100265.656269,11
1575100265.765856,13
1575100265.874177,8
1575100265.983072,9
1575100266.091898,10
1575100266.201002,11
1575100266.309718,13
1575100266.420271,14
1575100266.528815,15
1575100266.631520,15
1575100266.740053,16
1575100266.842922,16
1575100266.945312,16
1575100267.048328,17
1575100267.151035,18
1575100267.255797,17
1575100267.364288,19
1575100267.468105,18
1575100267.576753,19
1575100267.685336,10
1575100267.788135,10
1575100267.890732,11
1575100267.993566,12
1575100268.102129,14
1575100268.210599,15
1575100268.319672,16
1575100268.428427,17
1575100268.537254,18
1575100268.646376,18
1575100268.751006,19
1575100268.855146,18
1575100268.963478,20
1575100269.073009,19
1575100269.181924,10
1575100269.291306,11
1575100269.400514,12
1575100269.505946,13
1575100269.616286,14
1575100269.724913,15
1575100269.833645,16
1575100269.942038,17
1575100270.050406,18
1575100270.159124,18
1575100270.263223,17
1575100270.371846,19
1575100270.480296,20
1575100270.588785,19
1575100270.697445,10
1575100270.805920,11
1575100270.911629,20
1575100271.014908,16
1575100271.123754,10
1575100271.233641,11
1575100271.344057,14
1575100271.456664,11
1575100271.565674,20
1575100271.674832,11
1575100271.785298,13
1575100271.893797,19
1575100272.004532,20
1575100272.113695,17
1575100272.222195,5
1575100272.330909,6
1575100272.439477,8
1575100272.548056,8
1575100272.654944,11
1575100272.763887,11
1575100272.872452,13
1575100272.976055,14
1575100273.084406,15
1575100273.193803,14
1575100273.303223,15
1575100273.411612,16
1575100273.520965,16
1575100273.629543,17
1575100273.737949,18
1575100273.846199,18
1575100273.955001,19
1575100274.063571,20
1575100274.172980,16
1575100274.280703,12
1575100274.389185,13
1575100274.497637,13
1575100274.602479,14
1575100274.710816,14
1575100274.819457,15
1575100274.928280,16
1575100275.037206,17
1575100275.146182,17
1575100275.252228,18
1575100275.361006,18
1575100275.465557,18
1575100275.572468,20
1575100275.680762,20
1575100275.789680,12
1575100275.902730,13
1575100276.005940,13
1575100276.110946,13
1575100276.216230,14
1575100276.324557,15
1575100276.433276,16
1575100276.541723,16
1575100276.650401,17
1575100276.757932,17
1575100276.866447,18
1575100276.975976,19
1575100277.092024,20
1575100277.200528,20
1575100277.309081,20
1575100277.418655,20
1575100277.528043,12
1575100277.636953,12
1575100277.747378,13
1575100277.857821,10
1575100277.966397,19
1575100278.074734,19
1575100278.191123,7
1575100278.299628,20
1575100278.409188,20
1575100278.517922,5
1575100278.626717,6
1575100278.735766,9
1575100278.844203,9
1575100278.952682,11
1575100279.061360,12
1575100279.170432,13
1575100279.280680,13
1575100279.390271,14
1575100279.498902,14
1575100279.607617,15
1575100279.716275,16
1575100279.824836,17
1575100279.933411,17
1575100280.041964,18
1575100280.150534,18
1575100280.259374,20
1575100280.367830,20
1575100280.477568,16
1575100280.586249,12
1575100280.694672,12
1575100280.804235,12
1575100280.912806,14
1575100281.021255,14
1575100281.130391,15
1575100281.234895,14
1575100281.343580,17
1575100281.452212,17
1575100281.560527,18
1575100281.669303,19
1575100281.777968,20
1575100281.887031,20
1575100281.993556,14
1575100282.103479,11
1575100282.211785,12
1575100282.321551,13
1575100282.430455,14
1575100282.539099,15
1575100282.648024,15
1575100282.756739,16
1575100282.866332,17
1575100282.975011,18
1575100283.083657,18
1575100283.188430,0
1575100283.295943,0
1575100283.400261,0
1575100283.507906,0
1575100283.615486,0
1575100283.723312,0
